StudentID,GPA,Hackathons,Papers,Teacher Assistance,Core Engineering Score,Consistency,Extracurriculars,Internships,Leadership Roles
579,7.46,2,1,0,71,63,7.27,2,1
580,6.29,2,4,1,63,66,1.37,3,1
581,7.3,5,0,1,86,80,3.4,2,1
582,9.9,3,3,1,64,66,9.43,3,0
583,7.46,5,1,2,65,63,5.03,0,1
584,6.64,1,3,0,72,71,9.67,0,0
585,8.17,5,3,1,82,86,0.89,3,0
586,6.2,2,1,1,84,76,4.78,1,1
587,5.38,3,4,1,63,79,0.62,2,0
588,5.64,1,4,1,91,90,6.3,0,0
589,5.64,2,4,0,74,85,0.79,1,1
590,5.76,0,2,1,85,90,1.75,3,1
591,5.69,4,4,2,70,94,2.59,0,1
592,8.2,1,1,2,68,68,7.49,0,0
593,5.91,3,2,0,70,64,1.64,2,0
594,6.73,5,4,1,61,67,8.47,1,0
595,9.48,5,2,1,86,80,1.32,2,0
596,7.37,1,1,2,85,75,0.35,3,1
597,8.34,3,4,0,67,75,3.95,0,0
598,5.86,1,0,2,80,77,9.79,1,0
599,5.96,3,1,0,80,87,1.1,2,1
600,5.2,5,3,0,67,77,1.02,1,0
601,5.84,2,3,0,60,73,7.51,3,1
602,6.39,0,1,2,97,96,3.12,0,0
603,5.89,2,3,0,72,99,7.17,1,1
604,5.44,0,1,2,68,75,2.0,3,0
605,5.6,5,0,2,87,80,4.6,3,1
606,7.3,2,1,1,65,60,2.65,0,0
607,6.03,2,4,2,82,70,4.52,2,0
608,6.82,1,4,2,95,70,7.69,0,1
609,7.52,4,2,1,76,61,7.62,0,1
610,8.45,5,3,1,68,91,5.16,1,1
611,5.2,3,3,1,71,78,9.28,1,0
612,9.0,5,1,0,81,64,2.64,2,1
613,8.14,3,3,0,71,62,2.4,3,1
614,5.41,3,4,1,65,87,6.14,1,0
615,9.37,0,0,0,68,85,6.21,2,1
616,9.6,3,1,1,96,82,0.47,0,1
617,5.31,3,3,0,62,89,6.08,3,1
618,6.38,1,4,2,93,67,3.74,0,0
619,9.03,2,2,0,67,95,7.47,3,0
620,8.74,5,3,0,69,88,8.08,1,0
621,5.92,5,0,2,100,72,5.52,0,1
622,6.05,3,0,1,68,84,0.02,0,0
623,6.85,4,3,0,73,81,6.36,3,0
624,7.42,5,3,0,96,92,7.49,2,0
625,8.09,3,4,2,86,96,2.49,3,1
626,6.84,0,3,2,100,66,4.65,1,0
627,7.31,0,2,2,91,82,9.66,2,0
628,8.74,0,4,2,63,65,2.98,0,0
629,5.18,3,1,1,61,74,2.23,0,0
630,6.26,1,2,0,92,74,2.11,0,1
631,8.57,4,4,0,80,99,5.59,1,0
632,9.48,3,4,0,60,93,9.5,0,0
633,7.56,1,0,0,70,73,6.09,0,0
634,7.66,1,4,1,60,88,3.03,2,1
635,5.54,5,2,0,70,75,6.39,1,1
636,7.24,3,3,1,66,88,6.25,0,0
637,7.66,3,2,1,61,82,5.97,2,1
638,6.21,1,1,2,74,69,1.59,0,0
639,6.35,1,4,2,67,63,6.35,2,1
640,6.89,1,4,0,85,71,4.3,0,1
641,5.1,5,4,1,99,93,0.19,1,0
642,6.61,3,4,2,94,63,5.4,3,1
643,6.06,1,0,1,100,79,9.89,1,1
644,6.64,0,0,2,100,87,3.5,2,0
645,5.6,3,3,1,80,87,9.66,0,0
646,9.45,5,4,0,97,65,0.96,1,1
647,7.97,0,1,0,67,73,7.32,0,1
648,8.4,2,3,1,91,94,1.14,1,1
649,8.95,3,4,2,67,60,2.74,2,1
650,7.49,2,0,2,69,78,5.71,3,0
651,5.43,1,1,0,82,60,5.93,1,1
652,7.69,5,3,0,63,72,7.75,0,0
653,7.93,1,1,0,97,67,6.15,0,0
654,8.73,5,4,2,89,77,5.94,0,0
655,7.16,4,2,2,100,94,9.12,2,1
656,5.64,1,1,0,82,82,4.52,2,1
657,6.42,2,1,1,64,85,2.25,3,0
658,6.82,5,0,2,80,100,1.62,0,0
659,8.23,1,4,0,65,97,4.0,3,0
660,7.85,3,1,1,76,79,7.13,0,0
661,6.78,5,4,2,84,61,0.43,1,0
662,9.93,5,0,1,83,85,1.29,1,1
663,8.03,1,4,1,81,95,1.06,1,1
664,6.19,4,0,2,72,84,5.85,0,1
665,5.51,1,0,0,76,89,2.43,1,1
666,5.76,2,3,1,73,77,1.66,0,0
667,6.23,2,4,0,93,66,5.93,3,0
668,5.8,5,2,2,85,86,7.61,2,1
669,5.93,5,3,1,78,70,3.32,1,0
670,6.43,1,0,1,85,96,5.78,0,0
671,5.87,2,2,1,62,67,0.98,0,0
672,9.48,2,1,1,61,70,9.35,3,1
673,5.4,4,1,1,87,83,3.37,3,1
674,7.62,3,3,2,61,89,9.98,2,1
675,7.05,4,2,1,81,89,9.79,3,1
676,9.91,0,4,2,66,74,7.79,2,1
677,5.56,4,2,0,63,94,0.2,2,1
678,6.99,1,3,2,97,98,5.43,3,0
679,9.85,3,4,1,98,83,0.87,2,1
680,9.33,1,4,0,79,67,8.95,1,0
681,9.09,0,1,2,65,79,7.9,2,1
682,6.29,3,2,2,68,100,9.72,0,1
683,5.85,5,4,2,90,85,6.08,0,0
684,8.34,2,3,1,85,83,5.22,0,1
685,9.65,4,1,1,95,81,5.19,3,0
686,7.78,1,4,2,85,64,3.86,0,1
687,7.86,0,2,2,87,74,4.69,3,0
688,6.4,2,1,0,64,95,6.35,0,1
689,8.85,4,2,1,69,96,9.33,2,0
690,5.94,2,2,1,77,88,5.96,3,1
691,6.62,4,2,0,74,74,8.57,0,0
692,7.13,5,1,2,92,86,8.63,2,1
693,7.54,3,4,2,64,67,5.19,3,1
694,6.21,2,0,0,96,88,3.47,2,1
695,5.57,2,4,2,99,78,6.4,2,1
696,8.05,2,1,2,81,90,4.46,2,1
697,6.44,3,0,0,81,68,0.81,3,1
698,7.91,0,0,0,81,69,3.78,3,0
699,5.77,4,0,0,74,96,9.94,1,0
700,7.41,5,3,2,76,69,0.49,1,0
701,7.66,2,1,0,87,92,6.97,1,0
702,5.26,3,3,2,81,84,8.41,1,0
703,6.68,0,0,1,80,63,6.49,3,0
704,5.67,4,3,1,76,64,5.7,1,1
705,5.32,3,3,0,64,82,7.08,0,1
706,9.95,5,1,2,77,98,4.29,1,1
707,6.61,5,2,2,76,64,0.91,0,0
708,9.05,4,3,2,63,67,9.62,0,1
709,6.27,2,3,0,66,76,4.32,2,0
710,8.41,5,0,2,84,60,6.65,2,0
711,8.8,0,0,2,96,71,5.31,2,0
712,7.98,3,0,2,99,94,0.55,1,1
713,7.36,0,4,1,99,73,9.53,3,1
714,7.06,2,3,2,68,77,7.93,0,0
715,6.74,0,0,1,78,69,1.49,3,1
716,9.65,0,1,2,68,74,9.82,3,1
717,9.15,1,4,2,82,92,7.37,1,0
718,9.83,0,2,2,90,78,4.72,3,1
719,5.62,4,3,1,91,93,6.11,3,1
720,8.65,3,3,2,90,84,1.07,2,0
721,9.69,1,1,0,76,75,5.6,2,0
722,5.91,3,2,2,98,67,0.74,0,1
723,5.33,3,2,1,81,94,5.45,0,1
724,8.71,2,4,1,94,80,5.53,2,1
725,7.87,2,3,0,89,78,8.74,1,0
726,9.21,1,0,0,99,70,7.25,1,0
727,5.7,5,1,0,96,70,2.5,0,0
728,8.98,2,1,1,85,70,8.88,2,1
729,6.01,2,1,2,65,81,5.73,1,1
730,5.82,2,1,2,93,80,6.06,3,0
731,5.82,3,0,0,91,86,1.69,0,0
732,9.07,1,0,0,84,77,8.58,0,0
733,8.33,3,4,2,72,99,9.31,3,1
734,7.62,4,3,0,97,97,7.75,3,1
735,6.79,3,0,2,97,89,9.41,0,1
736,9.39,4,4,2,61,92,3.02,3,1
737,6.96,0,2,2,64,80,8.61,1,0
738,9.08,0,3,2,70,61,4.89,0,1
739,7.2,4,0,1,70,72,1.64,1,1
740,6.88,4,2,2,83,61,6.69,0,0
741,7.31,3,4,0,73,90,6.84,1,0
742,6.51,4,0,0,89,69,2.87,2,0
743,8.74,1,0,0,99,82,0.27,1,1
744,7.51,0,2,0,94,81,2.0,3,0
745,6.16,0,0,1,80,88,4.0,2,1
746,9.5,5,1,2,64,92,1.68,0,0
747,6.92,4,0,2,97,90,1.94,1,1
748,7.72,2,3,0,61,73,3.91,0,1
749,9.53,2,2,0,99,69,9.62,2,0
750,8.12,4,3,0,96,77,7.64,3,0
751,5.58,1,4,2,93,70,3.2,3,1
752,9.7,2,3,1,70,98,9.52,3,0
753,8.14,5,1,1,95,62,6.46,0,1
754,6.67,4,1,1,70,61,4.55,3,0
755,5.7,1,3,1,68,67,4.68,3,1
756,8.97,1,4,0,65,90,4.11,0,1
757,8.1,3,0,2,93,67,2.33,0,0
758,7.67,1,1,0,96,61,3.87,2,1
759,9.47,2,3,1,91,81,5.28,3,1
760,8.94,2,3,0,71,64,5.28,2,1
761,5.76,4,3,1,91,66,7.62,1,1
762,6.56,4,0,2,76,79,3.59,1,0
763,6.24,1,2,1,63,87,7.17,1,1
764,8.72,5,4,0,92,72,5.78,1,1
765,5.17,0,2,2,68,61,9.62,0,0
766,7.85,3,4,1,93,91,3.85,2,0
767,8.81,0,4,1,98,85,9.01,2,1
768,9.38,1,3,2,89,62,8.21,0,1
769,6.71,1,1,0,79,100,6.38,1,1
770,9.11,0,3,2,98,72,6.55,2,0
771,5.55,3,0,0,82,80,0.85,3,1
772,9.23,0,4,1,100,96,9.5,0,1
773,5.64,4,1,1,94,82,1.07,0,0
774,6.99,2,4,2,82,66,5.63,3,1
775,8.99,5,4,1,98,76,3.3,1,0
776,5.75,4,3,2,82,87,4.3,1,1
777,6.15,2,1,1,96,89,6.1,2,0
778,8.61,5,1,1,82,64,9.09,3,1
779,8.6,5,4,0,98,83,4.58,2,1
780,8.21,5,1,2,87,66,9.88,1,0
781,8.47,1,1,2,78,93,5.93,2,0
782,7.71,5,3,1,89,92,1.61,3,1
783,6.26,3,2,0,80,86,1.9,3,0
784,6.73,0,0,0,83,73,7.16,3,0
785,5.91,3,2,2,80,78,0.5,1,0
786,9.54,0,1,2,85,97,4.8,0,1
787,7.92,4,4,1,95,71,1.48,0,1
788,7.0,4,0,2,85,62,4.33,0,0
789,7.31,0,0,1,92,66,7.5,2,0
790,9.74,3,4,0,95,94,4.59,3,0
791,5.77,0,0,2,63,84,1.63,1,1
792,7.93,5,4,0,68,74,2.52,0,0
793,7.53,1,0,0,67,78,3.68,0,0
794,8.06,4,2,1,61,78,0.7,2,1
795,5.09,1,0,0,88,82,5.84,2,0
796,9.36,5,3,1,82,70,6.08,0,1
797,9.66,5,4,1,65,80,0.62,3,1
798,7.83,4,0,0,95,93,4.02,3,0
799,8.48,4,4,0,80,98,4.14,2,1
800,9.61,5,3,1,81,66,3.34,2,1
801,8.54,2,0,1,68,86,5.58,3,1
802,5.76,1,0,0,93,82,3.46,2,1
803,7.88,1,3,1,85,97,4.16,2,0
804,8.03,2,3,1,60,79,7.98,3,1
805,7.12,3,3,2,95,86,1.62,3,0
806,8.68,1,4,2,64,67,6.19,1,1
807,9.67,0,3,2,100,96,5.06,2,1
808,9.63,5,4,2,81,62,3.05,2,0
809,7.25,5,2,2,63,61,7.28,1,1
810,5.57,2,0,1,61,81,5.51,2,0
811,9.92,1,0,1,75,65,4.77,2,1
812,9.19,3,1,2,75,98,6.68,0,1
813,5.62,1,2,0,81,99,8.02,0,0
814,9.6,5,3,2,60,95,9.73,0,1
815,9.35,4,3,0,74,83,6.29,1,1
816,7.59,0,2,1,83,71,8.74,2,0
817,7.96,2,3,0,63,76,0.01,1,1
818,7.0,4,1,1,77,81,5.3,1,1
819,5.27,3,4,0,76,78,2.15,2,1
820,6.68,4,0,1,66,68,0.94,3,1
821,9.01,4,2,1,69,71,5.32,3,1
822,5.02,3,0,2,60,91,7.47,2,0
823,6.67,4,4,1,61,90,4.12,3,0
824,6.99,2,2,2,81,76,6.7,0,1
825,7.69,5,4,2,91,82,4.9,2,1
826,9.6,1,3,2,88,69,4.37,1,1
827,6.73,4,3,0,94,89,2.9,0,0
828,6.73,2,3,0,76,78,3.83,1,1
829,8.69,1,4,1,71,85,3.5,3,1
830,7.26,1,4,2,83,85,6.46,2,1
831,6.12,4,4,2,89,70,1.16,0,1
832,7.26,2,0,1,89,79,0.93,2,0
833,5.7,5,4,2,79,63,6.6,0,1
834,5.88,4,3,1,66,71,5.46,0,1
835,7.49,3,1,2,97,84,4.3,0,1
836,7.09,1,4,0,66,69,1.52,2,1
837,9.57,4,1,1,89,81,4.11,0,1
838,6.81,1,3,1,71,66,7.9,0,1
839,7.9,2,4,0,90,83,8.9,2,1
840,8.16,0,0,1,77,61,7.03,1,0
841,5.07,4,0,0,61,91,0.6,3,1
842,8.32,5,1,2,92,80,6.7,2,0
843,5.89,4,0,0,70,66,2.41,2,0
844,9.81,1,0,0,93,67,3.15,0,1
845,5.74,2,0,1,75,97,1.96,2,1
846,7.07,3,3,2,94,80,7.76,2,1
847,5.43,5,0,0,92,67,6.49,3,0
848,9.98,2,2,2,80,84,6.12,2,0
849,7.51,4,4,0,79,87,6.68,0,0
850,7.98,3,0,1,67,87,2.37,3,1
851,5.34,2,0,0,85,90,4.45,2,1
852,8.75,0,0,0,92,95,6.33,0,0
853,6.05,5,2,2,85,84,6.37,3,0
854,9.49,1,0,0,96,100,7.92,2,1
855,6.03,2,0,1,89,96,2.87,0,0
856,5.95,2,4,1,90,97,7.7,3,0
857,5.18,0,2,0,92,71,4.4,0,0
858,7.36,4,2,0,70,96,6.7,3,0
859,7.82,5,0,2,100,96,4.56,2,0
860,5.33,5,2,2,64,90,9.49,1,0
861,8.88,1,1,1,61,77,1.79,3,0
862,7.27,2,2,2,72,85,6.75,2,1
863,7.62,3,2,0,77,65,5.77,3,0
864,7.2,2,2,1,85,68,1.73,1,1
865,7.0,1,3,2,84,70,0.66,0,1
866,7.8,2,3,1,73,90,7.99,1,0
867,5.78,0,3,0,64,61,1.57,1,1
868,5.91,2,2,2,61,88,1.87,0,0
869,9.31,2,1,0,63,64,9.78,1,1
870,9.73,3,2,0,71,82,7.17,2,1
871,6.87,0,0,1,70,95,2.5,3,0
872,6.35,0,1,1,63,66,5.91,1,1
873,8.22,2,3,1,68,72,5.34,3,0
874,7.04,5,4,2,69,69,8.44,3,1
875,5.13,3,1,2,86,95,7.29,0,0
876,5.78,2,3,1,65,75,8.32,1,0
877,8.58,2,1,2,74,74,2.12,0,1
878,8.29,1,1,2,90,78,6.4,0,0
879,5.14,1,2,1,81,80,0.4,3,0
880,6.11,5,0,0,65,94,0.69,2,1
881,6.16,3,4,2,92,74,7.14,3,0
882,8.36,4,3,2,88,73,0.24,0,1
883,5.1,1,1,0,80,88,5.8,1,1
884,5.52,4,4,0,89,64,8.4,2,1
885,9.0,0,1,0,80,77,3.8,2,0
886,5.89,1,0,1,95,60,0.45,1,1
887,8.26,1,4,0,81,86,7.14,1,0
888,6.19,3,3,1,79,86,9.3,2,1
889,5.5,5,1,0,81,84,7.17,0,1
890,6.22,4,0,0,99,100,5.78,2,1
891,8.61,1,4,1,70,80,2.3,2,0
892,9.28,1,1,1,90,73,0.15,2,1
893,9.15,3,1,0,99,79,6.95,0,0
894,6.99,3,3,0,72,87,2.31,1,0
895,8.34,5,0,0,77,80,8.58,1,0
896,6.02,4,2,2,81,82,4.66,1,0
897,6.47,0,1,0,76,70,5.31,0,0
898,9.48,5,4,1,97,61,7.54,0,1
899,5.07,0,3,2,84,79,7.79,1,0
900,5.43,2,3,1,91,83,6.43,3,1
901,6.04,1,1,2,74,84,9.38,3,1
902,5.13,4,1,2,72,96,9.82,1,0
903,5.91,5,1,1,85,81,9.47,3,1
904,7.92,1,2,2,70,83,8.24,3,1
905,7.11,4,1,1,72,74,7.06,1,0
906,9.46,4,0,0,92,71,6.63,1,0
907,9.09,4,4,2,96,90,1.04,0,1
908,6.71,1,1,1,97,90,2.71,3,0
909,6.3,5,2,2,60,89,0.06,3,0
910,6.9,3,4,1,98,100,1.37,1,1
911,7.95,1,3,0,86,79,4.39,2,0
912,6.34,4,1,0,95,67,1.47,1,0
913,8.12,5,4,2,91,89,9.02,0,0
914,7.05,2,3,2,100,94,8.06,2,0
915,7.76,0,2,1,74,80,0.72,2,0
916,7.18,4,0,1,90,99,2.49,2,0
917,6.47,2,1,2,65,87,8.19,0,1
918,9.74,3,0,1,84,98,8.03,3,0
919,8.82,4,2,1,77,76,9.45,1,1
920,5.7,2,4,1,81,71,9.98,0,1
921,9.34,4,4,2,90,77,9.76,0,1
922,7.44,1,2,0,95,87,4.1,2,1
923,9.47,5,2,0,68,62,2.5,2,0
924,9.0,2,1,1,62,74,7.58,0,1
925,7.13,5,3,2,92,75,2.99,3,0
926,5.11,1,0,1,86,81,8.06,2,1
927,6.34,1,0,0,60,90,5.34,0,1
928,7.71,5,4,1,68,90,7.94,2,0
929,8.17,2,4,0,64,60,2.76,1,0
930,6.29,5,1,2,74,70,5.08,1,1
931,5.7,5,2,1,68,65,5.64,1,0
932,9.17,0,0,2,87,82,9.43,2,1
933,9.92,2,1,1,72,68,2.67,2,0
934,7.63,0,4,1,83,75,9.37,3,0
935,5.86,4,4,1,69,97,8.05,1,1
936,6.36,5,0,1,81,78,7.31,3,0
937,5.09,4,4,1,98,72,7.87,0,1
938,9.57,2,4,2,81,91,6.05,0,0
939,5.59,5,3,2,96,95,2.44,1,1
940,7.88,4,2,0,98,68,1.89,3,1
941,6.37,3,4,1,79,96,8.66,2,1
942,7.77,1,3,0,69,90,7.25,3,0
943,8.26,5,1,2,69,90,2.13,0,1
944,9.15,1,4,0,85,78,6.15,3,1
945,6.03,0,1,2,84,61,4.48,0,0
946,5.05,4,4,1,87,91,1.59,0,1
947,5.68,0,0,0,72,93,5.32,3,1
948,9.5,5,3,0,74,60,2.82,2,1
949,9.37,1,3,0,65,80,0.96,0,0
950,7.99,1,0,0,71,62,4.67,3,0
951,8.0,4,2,1,78,86,5.9,0,1
952,8.33,5,3,2,91,66,0.47,1,0
953,5.88,3,1,2,70,92,4.02,2,1
954,9.57,3,3,1,97,68,2.58,1,0
955,7.09,4,2,2,92,89,0.31,0,1
956,6.92,5,1,0,61,77,1.26,2,1
957,7.59,4,1,1,74,85,1.39,3,1
958,5.23,5,0,2,95,79,1.83,3,0
959,5.83,0,4,1,64,97,8.03,2,1
960,8.69,4,0,1,74,100,4.39,1,1
961,5.41,5,4,2,69,90,1.47,1,0
962,8.02,3,0,2,76,67,1.0,2,0
963,6.23,5,4,1,93,82,2.98,3,1
964,6.95,5,3,1,83,84,7.98,2,0
965,6.44,4,1,2,69,60,3.64,1,1
966,6.78,0,4,1,89,77,1.6,0,0
967,8.6,0,3,2,62,78,4.04,3,0
968,6.49,0,2,1,96,65,5.55,2,1
969,7.83,0,0,1,62,76,0.3,0,1
970,7.38,2,2,1,99,67,6.28,1,1
971,8.32,4,3,2,64,68,3.95,3,0
972,9.68,1,2,0,87,96,0.1,2,1
973,8.66,4,2,2,73,86,6.74,1,0
974,6.07,2,3,1,98,95,7.12,2,1
975,5.16,0,1,0,70,65,6.29,2,1
976,6.31,2,4,0,67,65,3.42,3,1
977,7.98,3,0,1,96,63,5.3,1,0
978,5.26,3,4,2,67,81,3.87,1,1
979,7.48,4,0,0,71,99,7.01,0,0
980,7.98,4,4,0,74,86,5.84,1,1
981,6.67,1,2,2,78,96,0.82,1,1
982,8.85,1,1,2,87,61,6.43,3,0
983,5.53,3,2,0,66,68,6.87,0,0
984,5.38,0,1,2,99,70,3.71,3,0
985,8.64,2,3,0,66,79,8.76,1,1
986,7.48,1,0,1,89,98,8.43,0,1
987,8.44,5,0,2,77,73,1.75,3,0
988,7.17,1,3,0,83,85,9.04,0,1
989,6.23,0,4,2,65,97,4.41,1,0
990,9.1,0,3,2,63,89,7.24,0,0
991,9.0,4,3,0,62,95,8.14,0,1
992,8.47,2,1,1,65,97,5.05,0,0
993,6.36,0,3,0,85,94,3.99,1,1
994,7.95,1,0,2,97,65,9.15,1,0
995,6.8,1,2,0,70,62,2.31,0,1
996,5.46,3,1,2,88,60,2.57,3,0
997,9.59,0,1,0,79,77,3.62,3,1
998,5.68,5,4,1,69,82,8.59,1,0
999,9.75,4,2,1,85,91,9.39,2,1
1000,7.23,2,1,1,86,88,2.2,3,1
1001,5.93,5,3,1,73,82,8.64,0,1
1002,7.71,4,1,0,95,95,2.58,2,0
1003,9.36,1,1,1,71,65,9.71,1,1
1004,8.66,5,1,0,82,76,5.97,3,0
1005,9.03,4,4,2,80,77,0.07,2,0
1006,8.29,1,1,2,67,90,0.34,1,0
1007,8.46,1,1,2,98,65,1.47,1,1
1008,9.25,1,4,1,68,93,1.88,0,0
1009,6.25,1,2,1,83,86,7.68,3,0
1010,7.45,1,0,1,90,95,2.23,2,1
1011,6.11,3,4,2,84,84,9.69,0,1
1012,9.94,5,4,2,76,69,6.36,3,1
1013,9.72,4,1,2,88,98,6.93,2,1
1014,5.2,3,1,2,62,98,2.18,1,0
1015,8.53,3,0,0,80,71,8.93,1,0
1016,9.63,0,1,0,67,70,6.68,3,0
1017,5.9,0,3,1,73,62,8.64,0,0
1018,7.84,0,1,1,98,81,9.56,2,0
1019,9.58,2,1,2,75,63,1.26,2,1
1020,5.17,0,3,0,77,67,0.97,1,0
1021,8.49,4,0,0,90,73,8.03,3,1
1022,6.49,3,3,1,70,79,8.66,0,1
1023,9.62,4,4,0,97,83,5.84,1,0
1024,9.86,5,3,1,79,73,3.66,1,0
1025,9.72,0,2,2,63,87,6.53,0,0
1026,7.37,2,4,2,79,75,3.06,2,1
1027,9.31,5,1,1,90,91,2.38,2,1
1028,9.22,2,4,2,79,71,4.88,3,1
1029,6.6,5,0,2,70,75,2.16,1,0
1030,9.14,3,0,0,60,78,4.84,3,1
1031,5.19,4,3,0,77,64,9.57,2,1
1032,7.98,1,4,0,98,71,8.4,0,1
1033,6.15,4,1,0,92,88,9.42,2,1
1034,5.6,0,0,0,95,64,8.06,2,0
1035,5.38,1,1,1,77,76,3.55,1,1
1036,8.48,2,2,1,90,67,8.12,2,0
1037,6.7,3,0,0,94,99,9.23,3,0
1038,8.62,3,3,2,98,99,9.47,0,0
1039,5.33,2,2,2,97,89,6.83,1,0
1040,6.58,0,4,1,74,69,2.11,0,1
1041,7.7,2,1,1,65,79,0.4,3,0
1042,8.95,5,0,1,67,75,1.47,3,0
1043,6.59,0,2,2,99,100,9.66,2,1
1044,8.13,1,2,1,81,75,4.62,3,1
1045,9.43,2,0,2,60,62,8.55,2,1
1046,8.08,0,4,1,72,82,4.65,1,1
1047,6.16,1,4,2,83,81,6.61,0,0
1048,5.12,2,3,1,80,87,0.24,2,1
1049,9.35,3,4,1,63,95,2.5,2,1
1050,5.11,2,3,2,66,63,4.36,1,0
1051,9.37,4,2,1,71,97,6.31,3,0
1052,7.64,2,0,0,72,83,1.72,2,1
1053,9.7,4,4,2,75,78,7.65,3,0
1054,8.99,1,3,1,65,70,3.64,2,1
1055,9.99,2,2,2,73,99,8.17,3,1
1056,6.75,1,4,1,90,99,0.98,2,0
1057,8.84,1,1,0,95,98,6.8,0,0
1058,7.01,0,2,1,96,77,2.93,0,0
1059,7.4,1,4,1,100,71,7.95,0,0
1060,8.14,1,2,0,94,73,4.02,2,1
1061,9.37,2,0,2,69,77,6.65,3,1
1062,9.92,2,0,1,76,71,9.34,1,0
1063,8.84,3,0,1,89,99,0.21,1,1
1064,7.09,0,1,0,66,86,0.11,1,0
1065,7.11,1,0,2,77,65,7.7,0,1
1066,8.69,0,1,2,78,83,6.46,0,1
1067,6.19,4,0,0,74,92,2.93,0,1
1068,5.55,1,2,0,98,75,4.94,3,1
1069,6.77,0,4,1,81,71,0.42,0,1
1070,6.44,3,4,0,98,90,1.92,3,1
1071,6.48,3,0,0,89,96,4.24,3,0
1072,6.17,1,4,0,79,72,8.34,3,0
1073,5.21,4,0,2,91,67,4.8,2,0
1074,5.09,3,0,0,84,97,5.86,1,1
1075,9.94,3,3,1,82,62,8.74,3,0
1076,7.14,4,3,1,64,79,3.09,1,1
1077,6.92,0,3,1,100,63,7.01,3,1
1078,8.4,3,1,0,89,61,8.62,3,1
1079,6.09,2,3,2,98,95,2.03,0,0
1080,9.75,5,0,0,86,82,3.56,1,1
1081,8.93,5,2,0,96,78,9.8,3,1
1082,5.45,3,3,1,66,99,9.83,1,0
1083,7.09,0,3,0,64,67,2.23,0,0
1084,9.4,0,2,2,74,75,0.66,3,0
1085,9.72,1,0,1,67,77,2.71,0,1
1086,7.34,2,1,2,68,95,3.98,3,1
1087,8.07,0,3,2,70,83,4.41,0,0
1088,5.84,4,2,2,81,60,6.19,0,1
1089,9.96,2,0,0,93,60,9.0,2,1
1090,6.16,5,4,0,94,95,3.3,3,1
1091,9.71,2,1,0,72,70,8.5,3,0
1092,8.25,4,2,0,70,77,0.93,3,1
1093,8.04,3,2,1,91,75,0.42,1,0
1094,7.56,4,2,0,74,76,5.04,2,0
1095,6.15,4,3,1,97,83,0.6,1,0
1096,5.88,3,4,2,60,93,3.92,3,1
1097,6.1,3,1,1,83,63,8.97,2,1
1098,5.93,3,0,0,99,94,2.41,0,1
1099,8.9,3,0,1,81,74,7.06,2,0
1100,6.75,3,4,0,62,61,3.02,0,0
1101,5.29,4,2,0,73,90,0.45,3,1
1102,9.85,1,2,1,61,68,5.57,3,1
1103,9.42,1,2,1,91,69,8.35,0,0
1104,9.64,0,2,2,97,84,4.09,2,1
1105,9.97,1,2,2,92,64,6.17,1,0
1106,5.87,5,4,2,65,73,9.0,2,0
1107,6.98,1,3,2,100,97,7.9,0,0
1108,8.79,4,1,2,98,99,1.94,0,0
1109,8.48,3,2,1,84,61,7.33,1,1
1110,5.77,3,3,2,93,77,5.02,1,0
1111,9.08,4,0,1,70,88,7.46,1,0
1112,6.12,5,4,2,96,79,4.95,0,1
1113,6.12,1,3,0,100,67,1.28,3,0
1114,7.68,4,2,2,66,96,5.7,2,0
1115,7.96,0,2,0,81,85,4.92,1,0
1116,7.9,3,2,1,98,96,5.18,0,0
1117,5.46,2,3,2,69,63,8.79,2,1
1118,9.39,0,2,1,80,92,8.95,1,1
1119,6.33,5,3,2,65,81,4.54,3,1
1120,5.65,0,2,1,60,65,4.56,2,1
1121,9.44,4,0,2,93,92,5.15,2,0
1122,9.78,1,0,2,73,87,5.2,0,0
1123,9.31,3,1,0,95,83,9.5,0,1
1124,9.05,5,2,1,86,63,6.49,0,0
1125,8.28,5,2,1,68,61,2.77,3,1
1126,7.75,2,3,1,65,72,5.32,2,0
1127,5.43,0,3,1,90,70,6.27,1,1
1128,7.04,2,2,1,76,94,6.4,3,1
1129,6.86,1,1,0,95,98,5.85,1,1
1130,6.3,1,2,2,80,69,1.78,1,1
1131,8.62,2,3,0,86,69,0.34,0,0
1132,7.48,3,2,1,100,67,3.38,1,0
1133,5.41,1,3,1,87,64,4.28,1,0
1134,6.1,2,2,2,75,82,0.62,3,1
1135,8.42,0,4,0,94,93,8.15,0,1
1136,5.38,2,3,2,95,91,3.44,1,0
1137,9.26,2,1,2,94,75,9.14,1,0
1138,7.48,4,4,0,78,63,1.54,1,0
1139,7.4,1,2,2,80,87,0.57,2,0
1140,7.96,3,3,0,92,73,4.82,2,1
1141,9.12,3,4,0,82,71,1.89,0,1
1142,6.74,4,1,1,65,80,9.37,3,0
1143,8.39,5,3,2,91,75,0.1,0,0
1144,7.83,3,4,1,81,61,4.13,2,0
1145,6.34,2,4,2,62,82,9.27,0,1
1146,9.39,4,4,2,94,88,3.84,3,0
1147,8.99,0,0,1,75,68,0.93,0,1
1148,8.29,1,2,1,84,66,3.03,1,1
1149,9.25,1,3,1,76,88,4.98,3,0
1150,9.34,1,3,0,98,76,1.85,3,0
1151,8.54,2,3,2,72,68,4.67,3,0
1152,9.19,0,4,0,87,65,8.36,0,1
